sku,name,brand,category,type,price,stock,image,description,active
2L-4-500,Wixim Mechanical Lug 2 Layer Type 2L-4-500 4x500MCM,Wixim,Electrical & Lighting,Mechanical/Universal Terminal Lug,1800.00,20,wixim-p027-8.webp,,yes
L16M6,Wixim One-Hole Long Barrel Copper Lug L16M6 16mm² M6,Wixim,Electrical & Lighting,One-Hole Long Barrel Lug,54.00,20,wixim-p028-1.webp,,yes
L25M6,Wixim One-Hole Long Barrel Copper Lug L25M6 25mm² M6,Wixim,Electrical & Lighting,One-Hole Long Barrel Lug,60.00,20,wixim-p028-1.webp,,yes
L35M8,Wixim One-Hole Long Barrel Copper Lug L35M8 35mm² M8,Wixim,Electrical & Lighting,One-Hole Long Barrel Lug,102.00,20,wixim-p028-1.webp,,yes
L50M8,Wixim One-Hole Long Barrel Copper Lug L50M8 50mm² M8,Wixim,Electrical & Lighting,One-Hole Long Barrel Lug,132.00,20,wixim-p028-1.webp,,yes
L70M10,Wixim One-Hole Long Barrel Copper Lug L70M10 70mm² M10,Wixim,Electrical & Lighting,One-Hole Long Barrel Lug,156.00,20,wixim-p028-1.webp,,yes
L95M12,Wixim One-Hole Long Barrel Copper Lug L95M12 95mm² M12,Wixim,Electrical & Lighting,One-Hole Long Barrel Lug,204.00,20,wixim-p028-1.webp,,yes
L120M12,Wixim One-Hole Long Barrel Copper Lug L120M12 120mm² M12,Wixim,Electrical & Lighting,One-Hole Long Barrel Lug,288.00,20,wixim-p028-1.webp,,yes
L150M12,Wixim One-Hole Long Barrel Copper Lug L150M12 150mm² M12,Wixim,Electrical & Lighting,One-Hole Long Barrel Lug,360.00,20,wixim-p028-1.webp,,yes
L185M16,Wixim One-Hole Long Barrel Copper Lug L185M16 185mm² M16,Wixim,Electrical & Lighting,One-Hole Long Barrel Lug,540.00,20,wixim-p028-1.webp,,yes
L240M16,Wixim One-Hole Long Barrel Copper Lug L240M16 240mm² M16,Wixim,Electrical & Lighting,One-Hole Long Barrel Lug,864.00,20,wixim-p028-1.webp,,yes
2L16M6,Wixim Two-Hole Long Barrel Copper Lug 2L16M6 16mm² M6,Wixim,Electrical & Lighting,Two-Hole Long Barrel Lug,84.00,20,wixim-p028-2.webp,,yes
2L25M6,Wixim Two-Hole Long Barrel Copper Lug 2L25M6 25mm² M6,Wixim,Electrical & Lighting,Two-Hole Long Barrel Lug,144.00,20,wixim-p028-2.webp,,yes
2L35M8,Wixim Two-Hole Long Barrel Copper Lug 2L35M8 35mm² M8,Wixim,Electrical & Lighting,Two-Hole Long Barrel Lug,192.00,20,wixim-p028-2.webp,,yes
2L50M8,Wixim Two-Hole Long Barrel Copper Lug 2L50M8 50mm² M8,Wixim,Electrical & Lighting,Two-Hole Long Barrel Lug,204.00,20,wixim-p028-2.webp,,yes
2L70M12,Wixim Two-Hole Long Barrel Copper Lug 2L70M12 70mm² M12,Wixim,Electrical & Lighting,Two-Hole Long Barrel Lug,276.00,20,wixim-p028-2.webp,,yes
2L95M12,Wixim Two-Hole Long Barrel Copper Lug 2L95M12 95mm² M12,Wixim,Electrical & Lighting,Two-Hole Long Barrel Lug,312.00,20,wixim-p028-2.webp,,yes
2L120M12,Wixim Two-Hole Long Barrel Copper Lug 2L120M12 120mm² M12,Wixim,Electrical & Lighting,Two-Hole Long Barrel Lug,372.00,20,wixim-p028-2.webp,,yes
2L150M12,Wixim Two-Hole Long Barrel Copper Lug 2L150M12 150mm² M12,Wixim,Electrical & Lighting,Two-Hole Long Barrel Lug,552.00,20,wixim-p028-2.webp,,yes
2L185M12,Wixim Two-Hole Long Barrel Copper Lug 2L185M12 185mm² M12,Wixim,Electrical & Lighting,Two-Hole Long Barrel Lug,720.00,20,wixim-p028-2.webp,,yes
2L240M12,Wixim Two-Hole Long Barrel Copper Lug 2L240M12 240mm² M12,Wixim,Electrical & Lighting,Two-Hole Long Barrel Lug,984.00,20,wixim-p028-2.webp,,yes
2L240M16,Wixim Two-Hole Long Barrel Copper Lug 2L240M16 240mm² M16,Wixim,Electrical & Lighting,Two-Hole Long Barrel Lug,984.00,20,wixim-p028-2.webp,,yes
HS-30J,Wixim Crimping Tool HS-30J 0.5-6mm² 9in,Wixim,Electrical & Lighting,Crimping Tool,1200.00,20,wixim-p028-3.webp,,yes
HT-568R,Wixim Network Plier HT-568R RJ45 8P8C 6P4C/6P6C,Wixim,Electrical & Lighting,Network Plier,864.00,20,wixim-p028-4.webp,,yes
HSC8 6-4,Wixim Ferrule Crimping Tool HSC8 6-4 0.25-6mm² 22-10 AWG,Wixim,Electrical & Lighting,Crimping Tool,1560.00,20,wixim-p028-5.webp,,yes
LK-22A,Wixim Cable Cutter LK-22A 25mm²,Wixim,Electrical & Lighting,Cable Cutter,360.00,20,wixim-p028-6.webp,,yes
LK-38A,Wixim Cable Cutter LK-38A 38mm²,Wixim,Electrical & Lighting,Cable Cutter,504.00,20,wixim-p028-6.webp,,yes
LK-60A,Wixim Cable Cutter LK-60A 60mm²,Wixim,Electrical & Lighting,Cable Cutter,600.00,20,wixim-p028-6.webp,,yes
HS-125,Wixim Cable Cutter HS-125 240mm²,Wixim,Electrical & Lighting,Cable Cutter,1440.00,20,wixim-p028-7.webp,,yes
LK-250,Wixim Cable Cutter LK-250 250mm²,Wixim,Electrical & Lighting,Cable Cutter,2400.00,20,wixim-p028-7.webp,,yes
LK-500,Wixim Cable Cutter LK-500 500mm²,Wixim,Electrical & Lighting,Cable Cutter,4320.00,20,wixim-p028-7.webp,,yes
CC-400,Wixim Ratchet Cable Cutter CC-400 400mm² max 800MCM,Wixim,Electrical & Lighting,Cable Cutter,7920.00,20,wixim-p028-8.webp,,yes
HS-16,Wixim Crimping Tool HS-16 1.25-16mm² 16-6 AWG,Wixim,Electrical & Lighting,Crimping Tool,936.00,20,wixim-p029-1.webp,,yes
KH-230,Wixim Crimping Tool KH-230 10-240mm² 8 AWG-500MCM,Wixim,Electrical & Lighting,Crimping Tool,9120.00,20,wixim-p029-2.webp,,yes
YQ-70,Wixim Hydraulic Crimping Tool YQ-70 6-70mm² 12-2/0 AWG,Wixim,Electrical & Lighting,Hydraulic Crimping Tool,5760.00,20,wixim-p029-3.webp,,yes
HS-38,Wixim Crimping Tool HS-38 5.5-38mm² 10-2 AWG,Wixim,Electrical & Lighting,Crimping Tool,1800.00,20,wixim-p029-4.webp,,yes
HS-1016,Wixim Crimping Tool HS-1016 0.5-16mm² 22-6 AWG 9in,Wixim,Electrical & Lighting,Crimping Tool,1200.00,20,wixim-p029-5.webp,,yes
YQK-120A,Wixim Hydraulic Crimping Tool YQK-120A 10-120mm² 8 AWG-250MCM,Wixim,Electrical & Lighting,Hydraulic Crimping Tool,6480.00,20,wixim-p029-6.webp,,yes
HX-50B,Wixim Crimping Tool HX-50B 6-50mm² 10-1/0 AWG,Wixim,Electrical & Lighting,Crimping Tool,1920.00,20,wixim-p029-7.webp,,yes
CYO-300,Wixim Hydraulic Crimping Tool CYO-300 50-300mm² 6 AWG-600MCM,Wixim,Electrical & Lighting,Hydraulic Crimping Tool,36000.00,20,wixim-p029-8.webp,,yes
CPO-150S,Wixim Hydraulic Crimping Tool CPO-150S 8-150mm² 6 AWG-300MCM,Wixim,Electrical & Lighting,Hydraulic Crimping Tool,21600.00,20,wixim-p029-9.webp,,yes
HX-120B,Wixim Crimping Tool HX-120B 10-120mm² 8-4/0 AWG,Wixim,Electrical & Lighting,Crimping Tool,6000.00,20,wixim-p029-10.webp,,yes
CYO-400,Wixim Hydraulic Crimping Tool CYO-400 50-400mm² 1/0 AWG-800MCM,Wixim,Electrical & Lighting,Hydraulic Crimping Tool,45600.00,20,wixim-p029-11.webp,,yes
YQK-240,Wixim Hydraulic Crimping Tool YQK-240 10-240mm² 8 AWG-500MCM,Wixim,Electrical & Lighting,Hydraulic Crimping Tool,6960.00,20,wixim-p029-12.webp,,yes
HX-150B,Wixim Crimping Tool HX-150B 16-150mm² 6 AWG-250MCM,Wixim,Electrical & Lighting,Crimping Tool,8400.00,20,wixim-p029-13.webp,,yes
HT-300,Wixim Hydraulic Crimping Tool HT-300 16-300mm² 6 AWG-600MCM,Wixim,Electrical & Lighting,Hydraulic Crimping Tool,57600.00,20,wixim-p029-14.webp,,yes
YQK-300,Wixim Hydraulic Crimping Tool YQK-300 10-300mm² 8 AWG-600MCM,Wixim,Electrical & Lighting,Hydraulic Crimping Tool,7680.00,20,wixim-p029-15.webp,,yes
BN1.25,Wixim Non-Insulated Butt Connector BN1.25 22-16 AWG,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,3.00,20,wixim-p030-1.webp,,yes
BN2,Wixim Non-Insulated Butt Connector BN2 16-14 AWG,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,3.12,20,wixim-p030-1.webp,,yes
BN3.5,Wixim Non-Insulated Butt Connector BN3.5 14-12 AWG,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,4.56,20,wixim-p030-1.webp,,yes
BN5.5,Wixim Non-Insulated Butt Connector BN5.5 12-10 AWG,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,5.52,20,wixim-p030-1.webp,,yes
BN8,Wixim Non-Insulated Butt Connector BN8 8 AWG,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,13.20,20,wixim-p030-1.webp,,yes
BN14,Wixim Non-Insulated Butt Connector BN14 6 AWG,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,25.20,20,wixim-p030-1.webp,,yes
BN22,Wixim Non-Insulated Butt Connector BN22 4 AWG,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,42.00,20,wixim-p030-1.webp,,yes
BN38,Wixim Non-Insulated Butt Connector BN38 2 AWG,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,57.60,20,wixim-p030-1.webp,,yes
BN60,Wixim Non-Insulated Butt Connector BN60 1/0 AWG,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,81.60,20,wixim-p030-1.webp,,yes
BN70,Wixim Non-Insulated Butt Connector BN70 2/0 AWG,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,100.80,20,wixim-p030-1.webp,,yes
BN80,Wixim Non-Insulated Butt Connector BN80 3/0 AWG,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,132.00,20,wixim-p030-1.webp,,yes
BN100,Wixim Non-Insulated Butt Connector BN100 4/0 AWG,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,175.20,20,wixim-p030-1.webp,,yes
BN150,Wixim Non-Insulated Butt Connector BN150 250-300MCM,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,372.00,20,wixim-p030-1.webp,,yes
BN180,Wixim Non-Insulated Butt Connector BN180 300-350MCM,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,456.00,20,wixim-p030-1.webp,,yes
BN200,Wixim Non-Insulated Butt Connector BN200 400-500MCM,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,660.00,20,wixim-p030-1.webp,,yes
BN325,Wixim Non-Insulated Butt Connector BN325 500-600MCM,Wixim,Electrical & Lighting,Non-Insulated Butt Connector,912.00,20,wixim-p030-1.webp,,yes
L-1.5,Wixim Long Barrel Butt Connector L-1.5 1.5mm² 22-16 AWG,Wixim,Electrical & Lighting,Long Barrel Butt Connector,5.04,20,wixim-p030-2.webp,,yes
L-2.5,Wixim Long Barrel Butt Connector L-2.5 2.5mm² 16-14 AWG,Wixim,Electrical & Lighting,Long Barrel Butt Connector,7.80,20,wixim-p030-2.webp,,yes
L-4,Wixim Long Barrel Butt Connector L-4 4mm² 14-12 AWG,Wixim,Electrical & Lighting,Long Barrel Butt Connector,8.64,20,wixim-p030-2.webp,,yes
L-6,Wixim Long Barrel Butt Connector L-6 6mm² 12-10 AWG,Wixim,Electrical & Lighting,Long Barrel Butt Connector,13.20,20,wixim-p030-2.webp,,yes
L-10,Wixim Long Barrel Butt Connector L-10 10mm² 8 AWG,Wixim,Electrical & Lighting,Long Barrel Butt Connector,15.60,20,wixim-p030-2.webp,,yes
L-16,Wixim Long Barrel Butt Connector L-16 16mm² 6 AWG,Wixim,Electrical & Lighting,Long Barrel Butt Connector,26.40,20,wixim-p030-2.webp,,yes
L-25,Wixim Long Barrel Butt Connector L-25 25mm² 4 AWG,Wixim,Electrical & Lighting,Long Barrel Butt Connector,45.60,20,wixim-p030-2.webp,,yes
L-35,Wixim Long Barrel Butt Connector L-35 35mm² 2 AWG,Wixim,Electrical & Lighting,Long Barrel Butt Connector,62.40,20,wixim-p030-2.webp,,yes
L-50,Wixim Long Barrel Butt Connector L-50 50mm² 1/0 AWG,Wixim,Electrical & Lighting,Long Barrel Butt Connector,86.40,20,wixim-p030-2.webp,,yes
L-70,Wixim Long Barrel Butt Connector L-70 70mm² 2/0 AWG,Wixim,Electrical & Lighting,Long Barrel Butt Connector,105.60,20,wixim-p030-2.webp,,yes
L-95,Wixim Long Barrel Butt Connector L-95 95mm² 3/0 AWG,Wixim,Electrical & Lighting,Long Barrel Butt Connector,132.00,20,wixim-p030-2.webp,,yes
L-120,Wixim Long Barrel Butt Connector L-120 120mm² 4/0 AWG,Wixim,Electrical & Lighting,Long Barrel Butt Connector,216.00,20,wixim-p030-2.webp,,yes
L-150,Wixim Long Barrel Butt Connector L-150 150mm² 250-300MCM,Wixim,Electrical & Lighting,Long Barrel Butt Connector,396.00,20,wixim-p030-2.webp,,yes
L-185,Wixim Long Barrel Butt Connector L-185 185mm² 300-350MCM,Wixim,Electrical & Lighting,Long Barrel Butt Connector,486.00,20,wixim-p030-2.webp,,yes
L-240,Wixim Long Barrel Butt Connector L-240 240mm² 400-500MCM,Wixim,Electrical & Lighting,Long Barrel Butt Connector,672.00,20,wixim-p030-2.webp,,yes
L-300,Wixim Long Barrel Butt Connector L-300 300mm² 500-600MCM,Wixim,Electrical & Lighting,Long Barrel Butt Connector,936.00,20,wixim-p030-2.webp,,yes
PXC-2020,Wixim Cable Duct Slotted Grey PXC-2020 20x20mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),204.00,20,wixim-p031-1.webp,,yes
PXC-2525,Wixim Cable Duct Slotted Grey PXC-2525 25x25mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),228.00,20,wixim-p031-1.webp,,yes
PXC-2540,Wixim Cable Duct Slotted Grey PXC-2540 25x40mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),276.00,20,wixim-p031-1.webp,,yes
PXC-2545,Wixim Cable Duct Slotted Grey PXC-2545 25x45mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),312.00,20,wixim-p031-1.webp,,yes
PXC-3245,Wixim Cable Duct Slotted Grey PXC-3245 32x45mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),336.00,20,wixim-p031-1.webp,,yes
PXC-4080,Wixim Cable Duct Slotted Grey PXC-4080 40x80mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),576.00,20,wixim-p031-1.webp,,yes
PXC-4545,Wixim Cable Duct Slotted Grey PXC-4545 45x45mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),396.00,20,wixim-p031-1.webp,,yes
PXC-4565,Wixim Cable Duct Slotted Grey PXC-4565 45x65mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),504.00,20,wixim-p031-1.webp,,yes
PXC-5050,Wixim Cable Duct Slotted Grey PXC-5050 50x50mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),528.00,20,wixim-p031-1.webp,,yes
PXC-5080,Wixim Cable Duct Slotted Grey PXC-5080 50x80mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),624.00,20,wixim-p031-1.webp,,yes
PXC-50100,Wixim Cable Duct Slotted Grey PXC-50100 50x100mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),900.00,20,wixim-p031-1.webp,,yes
PXC-6080,Wixim Cable Duct Slotted Grey PXC-6080 60x80mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),720.00,20,wixim-p031-1.webp,,yes
PXC-6565,Wixim Cable Duct Slotted Grey PXC-6565 65x65mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),660.00,20,wixim-p031-1.webp,,yes
PXC-8060,Wixim Cable Duct Slotted Grey PXC-8060 80x60mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),720.00,20,wixim-p031-1.webp,,yes
PXC-8080,Wixim Cable Duct Slotted Grey PXC-8080 80x80mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),1008.00,20,wixim-p031-1.webp,,yes
PXC-80100,Wixim Cable Duct Slotted Grey PXC-80100 80x100mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),1200.00,20,wixim-p031-1.webp,,yes
PXC-10050,Wixim Cable Duct Slotted Grey PXC-10050 100x50mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),900.00,20,wixim-p031-1.webp,,yes
PXC-10080,Wixim Cable Duct Slotted Grey PXC-10080 100x80mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),1200.00,20,wixim-p031-1.webp,,yes
PXC-100100,Wixim Cable Duct Slotted Grey PXC-100100 100x100mm 2m,Wixim,Electrical & Lighting,Cable Duct (slotted),1680.00,20,wixim-p031-1.webp,,yes
PZC-2525,Wixim Cable Duct Solid White PZC-2525 25x25mm 2m,Wixim,Electrical & Lighting,Cable Duct (solid),336.00,20,wixim-p031-2.webp,,yes
PZC-2540,Wixim Cable Duct Solid White PZC-2540 25x40mm 2m,Wixim,Electrical & Lighting,Cable Duct (solid),360.00,20,wixim-p031-2.webp,,yes
PZC-4040,Wixim Cable Duct Solid White PZC-4040 40x40mm 2m,Wixim,Electrical & Lighting,Cable Duct (solid),432.00,20,wixim-p031-2.webp,,yes
PZC-5050,Wixim Cable Duct Solid White PZC-5050 50x50mm 2m,Wixim,Electrical & Lighting,Cable Duct (solid),768.00,20,wixim-p031-2.webp,,yes
PZC-5080,Wixim Cable Duct Solid White PZC-5080 50x80mm 2m,Wixim,Electrical & Lighting,Cable Duct (solid),780.00,20,wixim-p031-2.webp,,yes
PZC-50100,Wixim Cable Duct Solid White PZC-50100 50x100mm 2m,Wixim,Electrical & Lighting,Cable Duct (solid),1320.00,20,wixim-p031-2.webp,,yes
PZC-6060,Wixim Cable Duct Solid White PZC-6060 60x60mm 2m,Wixim,Electrical & Lighting,Cable Duct (solid),1080.00,20,wixim-p031-2.webp,,yes
PZC-7575,Wixim Cable Duct Solid White PZC-7575 75x75mm 2m,Wixim,Electrical & Lighting,Cable Duct (solid),1320.00,20,wixim-p031-2.webp,,yes
PZC-75100,Wixim Cable Duct Solid White PZC-75100 75x100mm 2m,Wixim,Electrical & Lighting,Cable Duct (solid),1440.00,20,wixim-p031-2.webp,,yes
PZC-100100,Wixim Cable Duct Solid White PZC-100100 100x100mm 2m,Wixim,Electrical & Lighting,Cable Duct (solid),1800.00,20,wixim-p031-2.webp,,yes
ST-5X100,Wixim Stainless Steel Cable Tie ST-5x100 4.6x100mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,600.00,20,wixim-p032-1.webp,,yes
ST-5X150,Wixim Stainless Steel Cable Tie ST-5x150 4.6x150mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,684.00,20,wixim-p032-1.webp,,yes
ST-5X200,Wixim Stainless Steel Cable Tie ST-5x200 4.6x200mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,816.00,20,wixim-p032-1.webp,,yes
ST-8X200,Wixim Stainless Steel Cable Tie ST-8x200 7.9x200mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,1080.00,20,wixim-p032-1.webp,,yes
ST-5X250,Wixim Stainless Steel Cable Tie ST-5x250 4.6x250mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,864.00,20,wixim-p032-1.webp,,yes
ST-8X250,Wixim Stainless Steel Cable Tie ST-8x250 7.9x250mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,1200.00,20,wixim-p032-1.webp,,yes
ST-5X300,Wixim Stainless Steel Cable Tie ST-5x300 4.6x300mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,912.00,20,wixim-p032-1.webp,,yes
ST-8X300,Wixim Stainless Steel Cable Tie ST-8x300 7.9x300mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,1320.00,20,wixim-p032-1.webp,,yes
ST-5X350,Wixim Stainless Steel Cable Tie ST-5x350 4.6x350mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,1020.00,20,wixim-p032-1.webp,,yes
ST-8X350,Wixim Stainless Steel Cable Tie ST-8x350 7.9x350mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,1440.00,20,wixim-p032-1.webp,,yes
ST-5X400,Wixim Stainless Steel Cable Tie ST-5x400 4.6x400mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,1140.00,20,wixim-p032-1.webp,,yes
ST-8X400,Wixim Stainless Steel Cable Tie ST-8x400 7.9x400mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,1680.00,20,wixim-p032-1.webp,,yes
ST-5X500,Wixim Stainless Steel Cable Tie ST-5x500 4.6x500mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,1320.00,20,wixim-p032-1.webp,,yes
ST-8X500,Wixim Stainless Steel Cable Tie ST-8x500 7.9x500mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,2040.00,20,wixim-p032-1.webp,,yes
ST-8X600,Wixim Stainless Steel Cable Tie ST-8x600 7.9x600mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,2280.00,20,wixim-p032-1.webp,,yes
ST-12X600,Wixim Stainless Steel Cable Tie ST-12x600 12x600mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,3480.00,20,wixim-p032-1.webp,,yes
ST-8X700,Wixim Stainless Steel Cable Tie ST-8x700 7.9x700mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,2640.00,20,wixim-p032-1.webp,,yes
ST-12X700,Wixim Stainless Steel Cable Tie ST-12x700 12x700mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,3840.00,20,wixim-p032-1.webp,,yes
ST-8X750,Wixim Stainless Steel Cable Tie ST-8x750 7.9x750mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,2760.00,20,wixim-p032-1.webp,,yes
ST-10X750,Wixim Stainless Steel Cable Tie ST-10x750 10x750mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,3600.00,20,wixim-p032-1.webp,,yes
ST-12X750,Wixim Stainless Steel Cable Tie ST-12x750 12x750mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,4200.00,20,wixim-p032-1.webp,,yes
ST-8X850,Wixim Stainless Steel Cable Tie ST-8x850 7.9x850mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,3120.00,20,wixim-p032-1.webp,,yes
ST-10X850,Wixim Stainless Steel Cable Tie ST-10x850 10x850mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,3840.00,20,wixim-p032-1.webp,,yes
ST-12X850,Wixim Stainless Steel Cable Tie ST-12x850 12x850mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,4560.00,20,wixim-p032-1.webp,,yes
ST-8X1050,Wixim Stainless Steel Cable Tie ST-8x1050 7.9x1050mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,3840.00,20,wixim-p032-1.webp,,yes
ST-10X1050,Wixim Stainless Steel Cable Tie ST-10x1050 10x1050mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,4320.00,20,wixim-p032-1.webp,,yes
ST-12X1050,Wixim Stainless Steel Cable Tie ST-12x1050 12x1050mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,5520.00,20,wixim-p032-1.webp,,yes
ST-10X1200,Wixim Stainless Steel Cable Tie ST-10x1200 10x1200mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,4920.00,20,wixim-p032-1.webp,,yes
ST-12X1200,Wixim Stainless Steel Cable Tie ST-12x1200 12x1200mm (100pcs/pack),Wixim,Electrical & Lighting,Stainless Steel Cable Tie,6120.00,20,wixim-p032-1.webp,,yes
CHS-3X80,"Wixim Nylon Cable Tie CHS-3x80 3"" 80mm x 2.5mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,21.60,20,wixim-p33-1.webp,,yes
CHS-3X100,"Wixim Nylon Cable Tie CHS-3x100 4"" 100mm x 2.5mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,24.00,20,wixim-p33-1.webp,,yes
CHS-3X120,"Wixim Nylon Cable Tie CHS-3x120 5"" 120mm x 2.5mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,33.60,20,wixim-p33-1.webp,,yes
CHS-4X120,"Wixim Nylon Cable Tie CHS-4x120 5"" 120mm x 3.5mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,48.00,20,wixim-p33-1.webp,,yes
CHS-3X150,"Wixim Nylon Cable Tie CHS-3x150 6"" 150mm x 2.5mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,48.00,20,wixim-p33-1.webp,,yes
CHS-4X150,"Wixim Nylon Cable Tie CHS-4x150 6"" 150mm x 3.5mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,57.60,20,wixim-p33-1.webp,,yes
CHS-4X180,"Wixim Nylon Cable Tie CHS-4x180 7"" 180mm x 3.6mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,74.40,20,wixim-p33-1.webp,,yes
CHS-3X200,"Wixim Nylon Cable Tie CHS-3x200 8"" 200mm x 2.5mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,57.60,20,wixim-p33-1.webp,,yes
CHS-4X200,"Wixim Nylon Cable Tie CHS-4x200 8"" 200mm x 3.6mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,81.60,20,wixim-p33-1.webp,,yes
CHS-5X200,"Wixim Nylon Cable Tie CHS-5x200 8"" 200mm x 4.6mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,115.20,20,wixim-p33-1.webp,,yes
CHS-4X250,"Wixim Nylon Cable Tie CHS-4x250 10"" 250mm x 3.6mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,115.20,20,wixim-p33-1.webp,,yes
CHS-5X250,"Wixim Nylon Cable Tie CHS-5x250 10"" 250mm x 4.6mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,141.60,20,wixim-p33-1.webp,,yes
CHS-4X300,"Wixim Nylon Cable Tie CHS-4x300 12"" 300mm x 3.6mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,141.60,20,wixim-p33-1.webp,,yes
CHS-5X300,"Wixim Nylon Cable Tie CHS-5x300 12"" 300mm x 4.7mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,189.60,20,wixim-p33-1.webp,,yes
CHS-8X300,"Wixim Nylon Cable Tie CHS-8x300 12"" 300mm x 7.2mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,336.00,20,wixim-p33-1.webp,,yes
CHS-5X350,"Wixim Nylon Cable Tie CHS-5x350 14"" 350mm x 4.7mm (100pcs/pack)",Wixim,Electrical & Lighting,Cable Tie,228.00,20,wixim-p33-1.webp,,yes
